Dam Name,Report Date,Report Time,Dead Storage (MCM),Design Live Storage (MCM),Design Gross Storage (MCM),Current Live Storage (MCM),Current Gross Storage (MCM),Current Live Storage (%),Last Year Storage (%),Status
Gunjawani,05/04/2025,07:02 स.,0.21,104.48,104.69,47.94,48.15,45.88,40.22,Success
Khadakwasla,05/04/2025,08:00 स.,30.0,55.91,85.91,30.07,60.07,53.78,56.42,Success
Mulshi,05/04/2025,07:45 स.,230.0,522.76,752.76,245.39,475.39,46.94,43.43,Success
Panshet,05/04/2025,07:00 स.,9.0,301.61,310.61,128.59,137.59,42.63,40.48,Success
Temghar,05/04/2025,07:45 स.,2.95,105.01,107.96,8.43,11.38,8.03,8.3,Success
Gunjawani,04/04/2025,07:58 स.,0.21,104.48,104.69,48.87,49.08,46.77,40.22,Success
Khadakwasla,04/04/2025,08:00 स.,30.0,55.91,85.91,29.82,59.82,53.34,56.19,Success
Mulshi,04/04/2025,08:19 स.,230.0,522.76,752.76,247.08,477.08,47.26,44.35,Success
Panshet,04/04/2025,08:00 स.,9.0,301.61,310.61,130.15,139.15,43.15,40.88,Success
Temghar,04/04/2025,07:45 स.,2.95,105.01,107.96,8.54,11.49,8.13,8.41,Success
Gunjawani,03/04/2025,07:09 स.,0.21,104.48,104.69,49.33,49.54,47.21,40.89,Success
Khadakwasla,03/04/2025,08:00 स.,30.0,55.91,85.91,28.19,58.19,50.42,54.76,Success
Mulshi,03/04/2025,07:45 स.,230.0,522.76,752.76,249.78,479.78,47.78,44.48,Success
Panshet,03/04/2025,07:00 स.,9.0,301.61,310.61,132.19,141.19,43.83,41.47,Success
Temghar,03/04/2025,07:45 स.,2.95,105.01,107.96,8.63,11.58,8.22,8.41,Success
Gunjawani,02/04/2025,07:12 स.,0.21,104.48,104.69,50.25,50.46,48.1,41.22,Success
Khadakwasla,02/04/2025,08:00 स.,30.0,55.91,85.91,28.31,58.31,50.63,54.97,Success
Mulshi,02/04/2025,07:45 स.,230.0,522.76,752.76,253.15,483.15,48.43,44.87,Success
Panshet,02/04/2025,07:00 स.,9.0,301.61,310.61,133.84,142.84,44.38,42.0,Success
Temghar,02/04/2025,07:45 स.,2.95,105.01,107.96,8.68,11.63,8.27,8.53,Success
Gunjawani,01/04/2025,07:46 स.,0.21,104.48,104.69,50.71,50.92,48.54,41.22,Success
Khadakwasla,01/04/2025,08:00 स.,30.0,55.91,85.91,30.07,60.07,53.78,55.35,Success
Mulshi,01/04/2025,07:45 स.,230.0,522.76,752.76,256.22,486.22,49.01,45.33,Success
Panshet,01/04/2025,07:00 स.,9.0,301.61,310.61,135.49,144.49,44.92,42.7,Success
Temghar,01/04/2025,07:45 स.,2.95,105.01,107.96,8.81,11.76,8.39,8.53,Success
Gunjawani,31/03/2025,07:16 स.,0.21,104.48,104.69,51.64,51.85,49.43,41.89,Success
Khadakwasla,31/03/2025,08:00 स.,30.0,55.91,85.91,31.89,61.89,57.04,55.58,Success
Mulshi,31/03/2025,07:30 स.,230.0,522.76,752.76,257.24,487.24,49.21,45.78,Success
Panshet,31/03/2025,07:00 स.,9.0,301.61,310.61,137.43,146.43,45.57,42.35,Success
Temghar,31/03/2025,07:45 स.,2.95,105.01,107.96,8.91,11.86,8.48,8.64,Success
Gunjawani,30/03/2025,07:15 स.,0.21,104.48,104.69,51.64,51.85,49.43,42.56,Success
Khadakwasla,30/03/2025,08:00 स.,30.0,55.91,85.91,33.57,63.57,60.04,55.15,Success
Mulshi,30/03/2025,07:45 स.,230.0,522.76,752.76,258.27,488.27,49.41,46.23,Success
Panshet,30/03/2025,08:00 स.,9.0,301.61,310.61,139.2,148.2,46.15,43.79,Success
Temghar,30/03/2025,07:45 स.,2.95,105.01,107.96,9.02,11.97,8.59,8.64,Success
Gunjawani,29/03/2025,07:33 स.,0.21,104.48,104.69,52.56,52.77,50.31,43.23,Success
Khadakwasla,29/03/2025,08:00 स.,30.0,55.91,85.91,35.31,65.31,63.16,55.15,Success
Mulshi,29/03/2025,07:45 स.,230.0,522.76,752.76,259.64,489.64,49.67,46.55,Success
Panshet,29/03/2025,07:00 स.,9.0,301.61,310.61,140.94,149.94,46.73,44.75,Success
Temghar,29/03/2025,07:45 स.,2.95,105.01,107.96,9.09,12.04,8.66,8.76,Success
Gunjawani,28/03/2025,07:04 स.,0.21,104.48,104.69,53.48,53.69,51.19,43.9,Success
Khadakwasla,28/03/2025,08:00 स.,30.0,55.91,85.91,36.74,66.74,65.71,55.15,Success
Mulshi,28/03/2025,07:45 स.,230.0,522.76,752.76,262.37,492.37,50.19,47.01,Success
Panshet,28/03/2025,08:00 स.,9.0,301.61,310.61,142.81,151.81,47.35,45.09,Success
Temghar,28/03/2025,07:45 स.,2.95,105.01,107.96,9.16,12.11,8.72,8.76,Success
Gunjawani,27/03/2025,07:35 स.,0.21,104.48,104.69,55.33,55.54,52.96,44.23,Success
Khadakwasla,27/03/2025,08:00 स.,30.0,55.91,85.91,38.73,68.73,69.27,55.15,Success
Mulshi,27/03/2025,08:00 स.,230.0,522.76,752.76,264.08,494.08,50.52,47.78,Success
Panshet,27/03/2025,08:00 स.,9.0,301.61,310.61,144.54,153.54,47.92,45.64,Success
Temghar,27/03/2025,07:45 स.,2.95,105.01,107.96,9.24,12.19,8.8,8.88,Success
Gunjawani,26/03/2025,07:07 स.,0.21,104.48,104.69,56.23,56.44,53.82,45.01,Success
Khadakwasla,26/03/2025,08:00 स.,30.0,55.91,85.91,39.89,69.89,71.35,54.76,Success
Mulshi,26/03/2025,07:45 स.,230.0,522.76,752.76,266.48,496.48,50.98,48.36,Success
Panshet,26/03/2025,08:00 स.,9.0,301.61,310.61,145.92,154.92,48.38,46.2,Success
Temghar,26/03/2025,07:45 स.,2.95,105.01,107.96,9.32,12.27,8.88,8.99,Success
Gunjawani,25/03/2025,08:00 स.,0.21,104.48,104.69,56.68,56.89,54.25,45.89,Success
Khadakwasla,25/03/2025,08:00 स.,30.0,55.91,85.91,39.89,69.89,71.35,54.76,Success
Mulshi,25/03/2025,08:00 स.,230.0,522.76,752.76,268.87,498.87,51.43,49.01,Success
Panshet,25/03/2025,08:00 स.,9.0,301.61,310.61,147.84,156.84,49.02,46.9,Success
Temghar,25/03/2025,07:45 स.,2.95,105.01,107.96,9.42,12.37,8.97,8.99,Success
Gunjawani,24/03/2025,07:02 स.,0.21,104.48,104.69,57.12,57.33,54.67,46.77,Success
Khadakwasla,24/03/2025,08:00 स.,30.0,55.91,85.91,39.89,69.89,71.35,54.36,Success
Mulshi,24/03/2025,08:00 स.,230.0,522.76,752.76,270.76,500.76,51.79,49.37,Success
Panshet,24/03/2025,08:00 स.,9.0,301.61,310.61,149.49,158.49,49.56,47.48,Success
Temghar,24/03/2025,07:45 स.,2.95,105.01,107.96,9.56,12.51,9.1,9.11,Success
Gunjawani,23/03/2025,07:00 स.,0.21,104.48,104.69,58.0,58.21,55.51,47.21,Success
Khadakwasla,23/03/2025,08:35 स.,30.0,55.91,85.91,40.01,70.01,71.56,54.39,Success
Mulshi,23/03/2025,05:30 स.,230.0,522.76,752.76,272.65,502.65,52.16,49.73,Success
Panshet,23/03/2025,08:36 स.,9.0,301.61,310.61,151.23,160.23,50.14,48.1,Success
Temghar,23/03/2025,07:45 स.,2.95,105.01,107.96,9.61,12.56,9.15,9.11,Success
Gunjawani,22/03/2025,07:21 स.,0.21,104.48,104.69,58.45,58.66,55.94,48.1,Success
Khadakwasla,22/03/2025,08:28 स.,30.0,55.91,85.91,40.01,70.01,71.56,54.39,Success
Mulshi,22/03/2025,08:00 स.,230.0,522.76,752.76,274.73,504.73,52.55,51.08,Success
Panshet,22/03/2025,08:29 स.,9.0,301.61,310.61,153.08,162.08,50.75,48.67,Success
Temghar,22/03/2025,08:00 स.,2.95,105.01,107.96,9.93,12.88,9.46,9.19,Success
Gunjawani,21/03/2025,07:07 स.,0.21,104.48,104.69,58.89,59.1,56.36,48.54,Success
Khadakwasla,21/03/2025,08:00 स.,30.0,55.91,85.91,39.64,69.64,70.9,53.98,Success
Mulshi,21/03/2025,12:00 स.,230.0,522.76,752.76,276.82,506.82,52.95,52.42,Success
Panshet,21/03/2025,08:00 स.,9.0,301.61,310.61,154.73,163.73,51.3,49.26,Success
Temghar,21/03/2025,03:00 स.,2.95,105.01,107.96,9.98,12.93,9.5,9.27,Success
Gunjawani,20/03/2025,08:00 स.,0.21,104.48,104.69,59.34,59.55,56.8,49.42,Success
Khadakwasla,20/03/2025,08:00 स.,30.0,55.91,85.91,39.39,69.39,70.45,53.98,Success
Mulshi,20/03/2025,07:45 स.,230.0,522.76,752.76,278.9,508.9,53.35,51.5,Success
Panshet,20/03/2025,08:00 स.,9.0,301.61,310.61,156.48,165.48,51.88,49.7,Success
Temghar,20/03/2025,07:45 स.,2.95,105.01,107.96,9.93,12.88,9.46,9.23,Success
Gunjawani,19/03/2025,07:00 स.,0.21,104.48,104.69,59.78,59.99,57.22,50.31,Success
Khadakwasla,19/03/2025,08:00 स.,30.0,55.91,85.91,39.27,69.27,70.24,53.34,Success
Mulshi,19/03/2025,08:00 स.,230.0,522.76,752.76,280.98,510.98,53.75,51.96,Success
Panshet,19/03/2025,08:00 स.,9.0,301.61,310.61,158.52,167.52,52.56,50.42,Success
Temghar,19/03/2025,07:45 स.,2.95,105.01,107.96,9.98,12.93,9.5,9.3,Success
Gunjawani,18/03/2025,07:06 स.,0.21,104.48,104.69,60.22,60.43,57.64,51.19,Success
Khadakwasla,18/03/2025,08:00 स.,30.0,55.91,85.91,39.0,69.0,69.75,53.34,Success
Mulshi,18/03/2025,07:45 स.,230.0,522.76,752.76,284.1,514.1,54.35,52.55,Success
Panshet,18/03/2025,08:00 स.,9.0,301.61,310.61,159.99,168.99,53.05,50.96,Success
Temghar,18/03/2025,07:45 स.,2.95,105.01,107.96,10.06,13.01,9.58,9.39,Success
Gunjawani,17/03/2025,07:03 स.,0.21,104.48,104.69,61.1,61.31,58.48,52.07,Success
Khadakwasla,17/03/2025,08:00 स.,30.0,55.91,85.91,39.0,69.0,69.75,53.15,Success
Mulshi,17/03/2025,08:00 स.,230.0,522.76,752.76,285.84,515.84,54.68,53.02,Success
Panshet,17/03/2025,07:00 स.,9.0,301.61,310.61,162.5,171.5,53.88,51.51,Success
Temghar,17/03/2025,07:45 स.,2.95,105.01,107.96,10.2,13.15,9.71,9.51,Success
Gunjawani,16/03/2025,08:00 स.,0.21,104.48,104.69,63.28,63.49,60.57,52.74,Success
Khadakwasla,16/03/2025,08:00 स.,30.0,55.91,85.91,39.14,69.14,70.01,53.15,Success
Mulshi,16/03/2025,08:00 स.,230.0,522.76,752.76,287.22,517.22,54.94,53.08,Success
Panshet,16/03/2025,08:00 स.,9.0,301.61,310.61,164.2,173.2,54.44,52.26,Success
Temghar,16/03/2025,07:45 स.,2.95,105.01,107.96,10.2,13.15,9.71,9.62,Success
Gunjawani,15/03/2025,07:08 स.,0.21,104.48,104.69,65.45,65.66,62.64,53.4,Success
Khadakwasla,15/03/2025,08:00 स.,30.0,55.91,85.91,39.14,69.14,70.01,53.15,Success
Mulshi,15/03/2025,07:45 स.,230.0,522.76,752.76,288.96,518.96,55.28,53.42,Success
Panshet,15/03/2025,08:00 स.,9.0,301.61,310.61,166.13,175.13,55.08,52.79,Success
Temghar,15/03/2025,07:45 स.,2.95,105.01,107.96,10.38,13.33,9.88,9.67,Success
Gunjawani,14/03/2025,07:15 स.,0.21,104.48,104.69,67.63,67.84,64.73,53.82,Success
Khadakwasla,14/03/2025,08:00 स.,30.0,55.91,85.91,38.87,68.87,69.52,52.56,Success
Mulshi,14/03/2025,07:45 स.,230.0,522.76,752.76,289.66,519.66,55.41,53.82,Success
Panshet,14/03/2025,08:00 स.,9.0,301.61,310.61,167.78,176.78,55.63,53.43,Success
Temghar,14/03/2025,07:45 स.,2.95,105.01,107.96,10.5,13.45,10.0,9.71,Success
Gunjawani,13/03/2025,07:57 स.,0.21,104.48,104.69,69.8,70.01,66.81,55.09,Success
Khadakwasla,13/03/2025,08:00 स.,30.0,55.91,85.91,38.59,68.59,69.02,52.17,Success
Mulshi,13/03/2025,08:00 स.,230.0,522.76,752.76,291.42,521.42,55.75,54.41,Success
Panshet,13/03/2025,08:00 स.,9.0,301.61,310.61,169.45,178.45,56.18,54.1,Success
Temghar,13/03/2025,07:45 स.,2.95,105.01,107.96,10.62,13.57,10.11,9.71,Success
Gunjawani,12/03/2025,07:02 स.,0.21,104.48,104.69,70.04,70.25,67.04,55.09,Success
Khadakwasla,12/03/2025,08:00 स.,30.0,55.91,85.91,38.87,68.87,69.52,51.57,Success
Mulshi,12/03/2025,07:45 स.,230.0,522.76,752.76,294.22,524.22,56.28,54.94,Success
Panshet,12/03/2025,07:00 स.,9.0,301.61,310.61,171.6,180.6,56.89,54.74,Success
Temghar,12/03/2025,07:45 स.,2.95,105.01,107.96,10.67,13.62,10.16,9.71,Success
Gunjawani,11/03/2025,07:35 am,0.21,104.48,104.69,70.29,70.5,67.28,55.94,Success
Khadakwasla,11/03/2025,08:00 am,30.0,55.91,85.91,38.73,68.73,69.27,50.66,Success
Mulshi,11/03/2025,07:45 am,230.0,522.76,752.76,297.03,527.03,56.82,55.61,Success
Panshet,11/03/2025,08:00 am,9.0,301.61,310.61,173.32,182.32,57.46,55.4,Success
Temghar,11/03/2025,07:45 am,2.95,105.01,107.96,10.78,13.73,10.27,9.96,Success
Gunjawani,10/03/2025,07:04 स.,0.21,104.48,104.69,70.78,70.99,67.75,56.36,Success
Khadakwasla,10/03/2025,08:00 स.,30.0,55.91,85.91,38.87,68.87,69.52,51.93,Success
Mulshi,10/03/2025,07:45 स.,230.0,522.76,752.76,298.78,528.78,57.15,56.15,Success
Panshet,10/03/2025,08:00 स.,9.0,301.61,310.61,175.13,184.13,58.07,55.93,Success
Temghar,10/03/2025,07:45 स.,2.95,105.01,107.96,10.89,13.84,10.37,9.96,Success
Gunjawani,09/03/2025,06:51 स.,0.21,104.48,104.69,71.02,71.23,67.97,57.21,Success
Khadakwasla,09/03/2025,08:00 स.,30.0,55.91,85.91,38.73,68.73,69.27,54.58,Success
Mulshi,09/03/2025,07:45 स.,230.0,522.76,752.76,300.19,530.19,57.42,56.62,Success
Panshet,09/03/2025,07:00 स.,9.0,301.61,310.61,177.06,186.06,58.7,56.63,Success
Temghar,09/03/2025,07:45 स.,2.95,105.01,107.96,10.98,13.93,10.46,9.96,Success
Gunjawani,08/03/2025,06:50 स.,0.21,104.48,104.69,71.27,71.48,68.21,58.06,Success
Khadakwasla,08/03/2025,08:41 स.,30.0,55.91,85.91,39.27,69.27,70.24,58.16,Success
Mulshi,08/03/2025,07:45 स.,230.0,522.76,752.76,301.59,531.59,57.69,56.89,Success
Panshet,08/03/2025,08:41 स.,9.0,301.61,310.61,178.79,187.79,59.28,57.65,Success
Temghar,08/03/2025,07:45 स.,2.95,105.01,107.96,11.06,14.01,10.53,9.96,Success
Gunjawani,07/03/2025,07:16 स.,0.21,104.48,104.69,71.76,71.97,68.68,59.52,Success
Khadakwasla,07/03/2025,08:00 स.,30.0,55.91,85.91,38.45,68.45,68.77,62.22,Success
Mulshi,07/03/2025,07:45 स.,230.0,522.76,752.76,302.99,532.99,57.96,57.29,Success
Panshet,07/03/2025,08:00 स.,9.0,301.61,310.61,180.72,189.72,59.92,57.92,Success
Temghar,07/03/2025,07:45 स.,2.95,105.01,107.96,11.14,14.09,10.61,10.08,Success
Gunjawani,06/03/2025,07:49 स.,0.21,104.48,104.69,72.25,72.46,69.15,60.56,Success
Khadakwasla,06/03/2025,08:00 स.,30.0,55.91,85.91,38.33,68.33,68.56,60.04,Success
Mulshi,06/03/2025,07:45 स.,230.0,522.76,752.76,304.04,534.04,58.16,57.76,Success
Panshet,06/03/2025,07:00 स.,9.0,301.61,310.61,182.64,191.64,60.56,58.93,Success
Temghar,06/03/2025,07:45 स.,2.95,105.01,107.96,11.24,14.19,10.7,10.08,Success
Gunjawani,05/03/2025,07:34 स.,0.21,104.48,104.69,72.5,72.71,69.39,63.69,Success
Khadakwasla,05/03/2025,08:00 स.,30.0,55.91,85.91,38.45,68.45,68.77,61.08,Success
Mulshi,05/03/2025,07:45 स.,230.0,522.76,752.76,305.45,535.45,58.43,58.23,Success
Panshet,05/03/2025,07:54 स.,9.0,301.61,310.61,184.62,193.62,61.21,59.01,Success
Temghar,05/03/2025,07:45 स.,2.95,105.01,107.96,11.37,14.32,10.83,10.08,Success
Gunjawani,04/03/2025,08:13 स.,0.21,104.48,104.69,72.98,73.19,69.85,65.77,Success
Khadakwasla,04/03/2025,08:00 स.,30.0,55.91,85.91,38.45,68.45,68.77,61.95,Success
Mulshi,04/03/2025,07:45 स.,230.0,522.76,752.76,306.86,536.86,58.7,58.77,Success
Panshet,04/03/2025,08:00 स.,9.0,301.61,310.61,186.19,195.19,61.73,59.86,Success
Temghar,04/03/2025,07:45 स.,2.95,105.01,107.96,11.46,14.41,10.91,10.21,Success
Gunjawani,03/03/2025,07:08 स.,0.21,104.48,104.69,73.48,73.69,70.33,66.81,Success
Khadakwasla,03/03/2025,08:15 स.,30.0,55.91,85.91,39.64,69.64,70.9,62.92,Success
Mulshi,03/03/2025,07:45 स.,230.0,522.76,752.76,308.63,538.63,59.04,58.84,Success
Panshet,03/03/2025,08:16 स.,9.0,301.61,310.61,187.65,196.65,62.22,60.37,Success
Temghar,03/03/2025,07:45 स.,2.95,105.01,107.96,11.54,14.49,10.99,10.21,Success
Gunjawani,02/03/2025,07:06 स.,0.21,104.48,104.69,73.72,73.93,70.56,67.28,Success
Khadakwasla,02/03/2025,08:00 स.,30.0,55.91,85.91,37.95,67.95,67.88,61.73,Success
Mulshi,02/03/2025,07:45 स.,230.0,522.76,752.76,309.34,539.34,59.17,58.97,Success
Panshet,02/03/2025,08:00 स.,9.0,301.61,310.61,189.59,198.59,62.86,61.1,Success
Temghar,02/03/2025,07:45 स.,2.95,105.01,107.96,11.67,14.62,11.11,10.21,Success
Gunjawani,01/03/2025,06:55 स.,0.21,104.48,104.69,73.96,74.17,70.79,67.51,Success
Khadakwasla,01/03/2025,08:00 स.,30.0,55.91,85.91,36.34,66.34,65.0,61.29,Success
Mulshi,01/03/2025,07:45 स.,230.0,522.76,752.76,310.41,540.41,59.38,59.11,Success
Panshet,01/03/2025,08:00 स.,9.0,301.61,310.61,191.56,200.56,63.51,61.66,Success
Temghar,01/03/2025,07:45 स.,2.95,105.01,107.96,11.78,14.73,11.22,10.33,Success
Gunjawani,28/02/2025,07:21 स.,0.21,104.48,104.69,74.21,74.42,71.03,67.98,Success
Khadakwasla,28/02/2025,08:30 स.,30.0,55.91,85.91,35.56,65.56,63.6,59.6,Success
Mulshi,28/02/2025,07:30 स.,230.0,522.76,752.76,311.48,541.48,59.58,59.99,Success
Panshet,28/02/2025,08:30 स.,9.0,301.61,310.61,194.22,203.22,64.39,63.36,Success
Temghar,28/02/2025,07:45 स.,2.95,105.01,107.96,11.84,14.79,11.28,10.33,Success
Gunjawani,27/02/2025,07:04 स.,0.21,104.48,104.69,74.46,74.67,71.27,68.45,Success
Khadakwasla,27/02/2025,08:00 स.,30.0,55.91,85.91,33.69,63.69,60.26,58.78,Success
Mulshi,27/02/2025,07:45 स.,230.0,522.76,752.76,312.9,542.9,59.86,60.4,Success
Panshet,27/02/2025,08:00 स.,9.0,301.61,310.61,195.25,204.25,64.74,63.56,Success
Temghar,27/02/2025,07:45 स.,2.95,105.01,107.96,11.93,14.88,11.36,10.46,Success
Gunjawani,26/02/2025,07:48 स.,0.21,104.48,104.69,74.7,74.91,71.5,68.68,Success
Khadakwasla,26/02/2025,08:28 स.,30.0,55.91,85.91,32.13,62.13,57.47,60.86,Success
Mulshi,26/02/2025,07:45 स.,230.0,522.76,752.76,313.96,543.96,60.06,60.74,Success
Panshet,26/02/2025,08:28 स.,9.0,301.61,310.61,197.99,206.99,65.64,64.67,Success
Temghar,26/02/2025,07:45 स.,2.95,105.01,107.96,12.05,15.0,11.48,10.46,Success
Gunjawani,25/02/2025,08:28 स.,0.21,104.48,104.69,75.24,75.45,72.01,69.15,Success
Khadakwasla,25/02/2025,08:00 स.,30.0,55.91,85.91,30.62,60.62,54.77,57.93,Success
Mulshi,25/02/2025,07:45 स.,230.0,522.76,752.76,315.74,545.74,60.4,61.08,Success
Panshet,25/02/2025,07:00 स.,9.0,301.61,310.61,199.36,208.36,66.1,65.14,Success
Temghar,25/02/2025,07:45 स.,2.95,105.01,107.96,12.19,15.14,11.61,10.58,Success
Gunjawani,24/02/2025,07:51 स.,0.21,104.48,104.69,75.77,75.98,72.52,69.62,Success
Khadakwasla,24/02/2025,08:00 स.,30.0,55.91,85.91,29.17,59.17,52.17,57.25,Success
Mulshi,24/02/2025,07:45 स.,230.0,522.76,752.76,317.16,547.16,60.67,61.21,Success
Panshet,24/02/2025,08:00 स.,9.0,301.61,310.61,201.11,210.11,66.68,65.6,Success
Temghar,24/02/2025,07:45 स.,2.95,105.01,107.96,12.24,15.19,11.66,10.58,Success
Gunjawani,23/02/2025,07:03 स.,0.21,104.48,104.69,76.31,76.52,73.04,69.86,Success
Khadakwasla,23/02/2025,08:00 स.,30.0,55.91,85.91,27.53,57.53,49.24,56.0,Success
Mulshi,23/02/2025,07:45 स.,230.0,522.76,752.76,317.87,547.87,60.81,61.69,Success
Panshet,23/02/2025,08:00 स.,9.0,301.61,310.61,203.11,212.11,67.34,65.98,Success
Temghar,23/02/2025,07:45 स.,2.95,105.01,107.96,12.34,15.29,11.75,10.58,Success
Gunjawani,22/02/2025,07:04 स.,0.21,104.48,104.69,77.38,77.59,74.06,70.09,Success
Khadakwasla,22/02/2025,08:00 स.,30.0,55.91,85.91,26.08,56.08,46.65,56.19,Success
Mulshi,22/02/2025,07:45 स.,230.0,522.76,752.76,319.29,549.29,61.08,61.89,Success
Panshet,22/02/2025,08:00 स.,9.0,301.61,310.61,204.85,213.85,67.92,66.63,Success
Temghar,22/02/2025,07:45 स.,2.95,105.01,107.96,12.48,15.43,11.88,10.71,Success
Gunjawani,21/02/2025,07:05 स.,0.21,104.48,104.69,78.45,78.66,75.09,70.32,Success
Khadakwasla,21/02/2025,08:00 स.,30.0,55.91,85.91,24.77,54.77,44.3,56.42,Success
Mulshi,21/02/2025,07:45 स.,230.0,522.76,752.76,321.42,551.42,61.49,62.51,Success
Panshet,21/02/2025,07:00 स.,9.0,301.61,310.61,206.9,215.9,68.6,67.05,Success
Temghar,21/02/2025,07:45 स.,2.95,105.01,107.96,12.58,15.53,11.98,10.53,Success
Gunjawani,20/02/2025,07:01 स.,0.21,104.48,104.69,78.99,79.2,75.6,70.56,Success
Khadakwasla,20/02/2025,08:31 स.,30.0,55.91,85.91,22.93,52.93,41.01,56.22,Success
Mulshi,20/02/2025,07:45 स.,230.0,522.76,752.76,322.13,552.13,61.62,62.58,Success
Panshet,20/02/2025,08:32 स.,9.0,301.61,310.61,208.86,217.86,69.25,67.63,Success
Temghar,20/02/2025,07:45 स.,2.95,105.01,107.96,12.64,15.59,12.04,10.67,Success
Gunjawani,19/02/2025,07:23 स.,0.21,104.48,104.69,80.06,80.27,76.63,70.79,Success
Khadakwasla,19/02/2025,08:17 स.,30.0,55.91,85.91,22.93,52.93,41.01,55.55,Success
Mulshi,19/02/2025,07:45 स.,230.0,522.76,752.76,323.91,553.91,61.96,62.92,Success
Panshet,19/02/2025,08:17 स.,9.0,301.61,310.61,209.63,218.63,69.5,68.75,Success
Temghar,19/02/2025,07:45 स.,2.95,105.01,107.96,12.73,15.68,12.12,10.76,Success
Gunjawani,18/02/2025,07:17 स.,0.21,104.48,104.69,81.13,81.34,77.65,71.26,Success
Khadakwasla,18/02/2025,08:00 स.,30.0,55.91,85.91,22.18,52.18,39.67,54.76,Success
Mulshi,18/02/2025,07:45 स.,230.0,522.76,752.76,325.34,555.34,62.24,63.13,Success
Panshet,18/02/2025,08:00 स.,9.0,301.61,310.61,209.87,218.87,69.58,68.92,Success
Temghar,18/02/2025,07:45 स.,2.95,105.01,107.96,12.8,15.75,12.19,10.87,Success
Gunjawani,17/02/2025,07:25 स.,0.21,104.48,104.69,81.13,81.34,77.65,71.5,Success
Khadakwasla,17/02/2025,08:00 स.,30.0,55.91,85.91,22.07,52.07,39.47,54.36,Success
Mulshi,17/02/2025,07:45 स.,230.0,522.76,752.76,326.78,556.78,62.51,63.27,Success
Panshet,17/02/2025,08:00 स.,9.0,301.61,310.61,209.38,218.38,69.42,69.62,Success
Temghar,17/02/2025,07:45 स.,2.95,105.01,107.96,12.9,15.85,12.28,10.94,Success
Gunjawani,16/02/2025,07:32 स.,0.21,104.48,104.69,82.2,82.41,78.68,71.5,Success
Khadakwasla,16/02/2025,08:38 स.,30.0,55.91,85.91,21.06,51.06,37.67,53.56,Success
Mulshi,16/02/2025,07:45 स.,230.0,522.76,752.76,327.5,557.5,62.65,63.47,Success
Panshet,16/02/2025,08:38 स.,9.0,301.61,310.61,211.5,220.5,70.12,70.62,Success
Temghar,16/02/2025,07:45 स.,2.95,105.01,107.96,13.02,15.97,12.4,11.03,Success
Gunjawani,15/02/2025,07:25 स.,0.21,104.48,104.69,82.74,82.95,79.19,71.5,Success
Khadakwasla,15/02/2025,08:25 स.,30.0,55.91,85.91,21.06,51.06,37.67,52.92,Success
Mulshi,15/02/2025,07:45 स.,230.0,522.76,752.76,328.57,558.57,62.85,63.75,Success
Panshet,15/02/2025,08:25 स.,9.0,301.61,310.61,211.5,220.5,70.12,71.18,Success
Temghar,15/02/2025,07:45 स.,2.95,105.01,107.96,13.05,16.0,12.43,11.49,Success
Gunjawani,14/02/2025,07:28 स.,0.21,104.48,104.69,83.28,83.49,79.71,71.5,Success
Khadakwasla,14/02/2025,08:34 स.,30.0,55.91,85.91,20.77,50.77,37.15,53.12,Success
Mulshi,14/02/2025,07:45 स.,230.0,522.76,752.76,330.01,560.01,63.13,64.16,Success
Panshet,14/02/2025,08:34 स.,9.0,301.61,310.61,211.5,220.5,70.12,71.99,Success
Temghar,14/02/2025,07:45 स.,2.95,105.01,107.96,13.23,16.18,12.6,11.62,Success
Gunjawani,13/02/2025,07:02 स.,0.21,104.48,104.69,83.81,84.02,80.22,71.5,Success
Khadakwasla,13/02/2025,08:00 स.,30.0,55.91,85.91,20.28,50.28,36.27,52.72,Success
Mulshi,13/02/2025,07:45 स.,230.0,522.76,752.76,331.09,561.09,63.33,64.36,Success
Panshet,13/02/2025,08:00 स.,9.0,301.61,310.61,211.5,220.5,70.12,72.0,Success
Temghar,13/02/2025,07:45 स.,2.95,105.01,107.96,13.29,16.24,12.66,11.75,Success
Gunjawani,12/02/2025,07:00 स.,0.21,104.48,104.69,84.35,84.56,80.73,71.5,Success
Khadakwasla,12/02/2025,07:00 स.,30.0,55.91,85.91,19.97,49.97,35.72,51.11,Success
Mulshi,12/02/2025,07:45 स.,230.0,522.76,752.76,332.52,562.52,63.61,64.64,Success
Panshet,12/02/2025,08:00 स.,9.0,301.61,310.61,211.86,220.86,70.24,72.53,Success
Temghar,12/02/2025,07:45 स.,2.95,105.01,107.96,13.39,16.34,12.75,11.89,Success
Gunjawani,11/02/2025,07:33 स.,0.21,104.48,104.69,84.88,85.09,81.24,71.5,Success
Khadakwasla,11/02/2025,08:00 स.,30.0,55.91,85.91,20.58,50.58,36.81,51.31,Success
Mulshi,11/02/2025,07:45 स.,230.0,522.76,752.76,333.96,563.96,63.88,65.19,Success
Panshet,11/02/2025,08:00 स.,9.0,301.61,310.61,211.86,220.86,70.24,73.32,Success
Temghar,11/02/2025,07:45 स.,2.95,105.01,107.96,13.51,16.46,12.87,12.02,Success
Gunjawani,10/02/2025,08:26 स.,0.21,104.48,104.69,85.42,85.63,81.76,71.5,Success
