Dam Name,Report Date,Report Time,Dead Storage (MCM),Design Live Storage (MCM),Design Gross Storage (MCM),Current Live Storage (MCM),Current Gross Storage (MCM),Current Live Storage (%),Last Year Storage (%),Status
Panshet,11/11/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,96.31,Success
Temghar,11/11/2025,08:00 स.,2.95,105.01,107.96,104.96,107.91,99.95,87.62,Success
Gunjawani,10/11/2025,08:06 स.,0.21,104.48,104.69,104.48,104.69,100.0,99.38,Success
Khadakwasla,10/11/2025,07:30 स.,30.0,55.91,85.91,28.58,58.58,51.12,86.25,Success
Mulshi,10/11/2025,08:00 स.,230.0,522.76,752.76,517.48,747.48,98.99,91.24,Success
Panshet,10/11/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,96.31,Success
Temghar,10/11/2025,08:00 स.,2.95,105.01,107.96,104.96,107.91,99.95,88.52,Success
Gunjawani,09/11/2025,08:31 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,09/11/2025,08:23 स.,30.0,55.91,85.91,30.07,60.07,53.78,87.75,Success
Mulshi,09/11/2025,08:00 स.,230.0,522.76,752.76,517.96,747.96,99.08,91.54,Success
Panshet,09/11/2025,08:23 स.,9.0,301.61,310.61,301.61,310.61,100.0,96.47,Success
Temghar,09/11/2025,08:00 स.,2.95,105.01,107.96,104.96,107.91,99.95,89.35,Success
Gunjawani,08/11/2025,08:00 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,08/11/2025,08:00 स.,30.0,55.91,85.91,31.06,61.06,55.55,88.13,Success
Mulshi,08/11/2025,08:00 स.,230.0,522.76,752.76,519.4,749.4,99.36,91.84,Success
Panshet,08/11/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,96.42,Success
Temghar,08/11/2025,08:00 स.,2.95,105.01,107.96,104.96,107.91,99.95,90.26,Success
Gunjawani,07/11/2025,07:39 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,07/11/2025,08:00 स.,30.0,55.91,85.91,32.25,62.25,57.68,89.26,PDF Not Available
Mulshi,07/11/2025,08:00 स.,230.0,522.76,752.76,521.08,751.08,99.68,92.26,PDF Not Available
Panshet,07/11/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,96.44,PDF Not Available
Temghar,07/11/2025,08:00 स.,2.95,105.01,107.96,104.96,107.91,99.95,91.02,PDF Not Available
Gunjawani,06/11/2025,08:21 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,06/11/2025,08:00 स.,30.0,55.91,85.91,33.44,63.44,59.81,90.4,Success
Mulshi,06/11/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,92.67,Success
Panshet,06/11/2025,07:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,96.47,Success
Temghar,06/11/2025,08:00 स.,2.95,105.01,107.96,104.96,107.91,99.95,91.79,Success
Gunjawani,05/11/2025,08:15 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,05/11/2025,07:45 स.,30.0,55.91,85.91,33.32,63.32,59.6,90.62,Success
Mulshi,05/11/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,93.05,Success
Panshet,05/11/2025,06:58 स.,9.0,301.61,310.61,301.61,310.61,100.0,96.52,Success
Temghar,05/11/2025,08:00 स.,2.95,105.01,107.96,104.96,107.91,99.95,92.62,Success
Gunjawani,04/11/2025,07:27 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,04/11/2025,07:45 स.,30.0,55.91,85.91,34.39,64.39,61.51,91.81,Success
Mulshi,04/11/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,93.58,Success
Panshet,04/11/2025,07:16 स.,9.0,301.61,310.61,301.61,310.61,100.0,96.62,Success
Temghar,04/11/2025,08:00 स.,2.95,105.01,107.96,104.96,107.91,99.95,93.59,Success
Gunjawani,03/11/2025,07:33 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,03/11/2025,07:45 स.,30.0,55.91,85.91,35.56,65.56,63.6,92.34,Success
Mulshi,03/11/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,93.88,Success
Panshet,03/11/2025,07:34 स.,9.0,301.61,310.61,301.61,310.61,100.0,96.57,Success
Temghar,03/11/2025,08:00 स.,2.95,105.01,107.96,104.96,107.91,99.95,94.43,Success
Gunjawani,02/11/2025,08:00 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,02/11/2025,08:20 स.,30.0,55.91,85.91,36.2,66.2,64.75,95.03,Success
Mulshi,02/11/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,94.95,Success
Panshet,02/11/2025,08:20 स.,9.0,301.61,310.61,301.61,310.61,100.0,96.71,Success
Temghar,02/11/2025,08:00 स.,2.95,105.01,107.96,104.96,107.91,99.95,97.38,Success
Gunjawani,01/11/2025,07:24 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,01/11/2025,08:00 स.,30.0,55.91,85.91,35.84,65.84,64.1,95.51,Success
Mulshi,01/11/2025,07:30 स.,230.0,522.76,752.76,522.76,752.76,100.0,94.95,Success
Panshet,01/11/2025,08:08 स.,9.0,301.61,310.61,301.61,310.61,100.0,96.71,Success
Temghar,01/11/2025,07:45 स.,2.95,105.01,107.96,104.96,107.91,99.95,97.38,Success
Gunjawani,31/10/2025,08:41 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,31/10/2025,08:00 स.,30.0,55.91,85.91,37.13,67.13,66.41,95.03,Success
Mulshi,31/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,94.95,Success
Panshet,31/10/2025,06:31 स.,9.0,301.61,310.61,301.61,310.61,100.0,96.76,Success
Temghar,31/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,97.38,Success
Gunjawani,30/10/2025,08:00 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,30/10/2025,07:45 स.,30.0,55.91,85.91,37.95,67.95,67.88,93.82,Success
Mulshi,30/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,95.11,Success
Panshet,30/10/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,97.34,Success
Temghar,30/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,97.74,Success
Gunjawani,29/10/2025,07:54 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,29/10/2025,08:00 स.,30.0,55.91,85.91,39.14,69.14,70.01,92.61,Success
Mulshi,29/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,95.57,Success
Panshet,29/10/2025,06:40 स.,9.0,301.61,310.61,301.61,310.61,100.0,97.93,Success
Temghar,29/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,98.24,Success
Gunjawani,28/10/2025,08:42 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,28/10/2025,07:45 स.,30.0,55.91,85.91,40.24,70.24,71.97,91.56,Success
Mulshi,28/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,96.19,Success
Panshet,28/10/2025,06:42 स.,9.0,301.61,310.61,301.61,310.61,100.0,98.44,Success
Temghar,28/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,98.42,Success
Gunjawani,27/10/2025,08:23 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,27/10/2025,08:00 स.,30.0,55.91,85.91,41.01,71.01,73.35,90.84,Success
Mulshi,27/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,96.65,Success
Panshet,27/10/2025,07:33 स.,9.0,301.61,310.61,301.61,310.61,100.0,98.83,Success
Temghar,27/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,98.51,Success
Gunjawani,26/10/2025,08:00 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,26/10/2025,08:00 स.,30.0,55.91,85.91,42.14,72.14,75.37,90.03,Success
Mulshi,26/10/2025,07:45 स.,230.0,522.76,752.76,522.76,752.76,100.0,97.03,Success
Panshet,26/10/2025,08:10 स.,9.0,301.61,310.61,301.61,310.61,100.0,99.41,Success
Temghar,26/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,98.69,Success
Gunjawani,25/10/2025,09:09 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,25/10/2025,08:00 स.,30.0,55.91,85.91,43.21,73.21,77.28,88.99,Success
Mulshi,25/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,97.34,Success
Panshet,25/10/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,99.61,Success
Temghar,25/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,98.78,Success
Gunjawani,24/10/2025,07:39 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,24/10/2025,08:00 स.,30.0,55.91,85.91,44.23,74.23,79.11,87.94,Success
Mulshi,24/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,97.88,Success
Panshet,24/10/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,24/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,99.0,Success
Gunjawani,23/10/2025,08:39 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,23/10/2025,08:16 स.,30.0,55.91,85.91,45.53,75.53,81.43,86.5,Success
Mulshi,23/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,98.43,Success
Panshet,23/10/2025,08:16 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,23/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,99.09,Success
Gunjawani,22/10/2025,07:08 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,22/10/2025,07:45 स.,30.0,55.91,85.91,46.37,76.37,82.94,86.01,Success
Mulshi,22/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,98.74,Success
Panshet,22/10/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,22/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,99.27,Success
Gunjawani,21/10/2025,06:54 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,21/10/2025,07:12 स.,30.0,55.91,85.91,47.82,77.82,85.53,89.23,Success
Mulshi,21/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,99.37,Success
Panshet,21/10/2025,07:12 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,21/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,99.64,Success
Gunjawani,20/10/2025,07:50 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,20/10/2025,08:00 स.,30.0,55.91,85.91,48.78,78.78,87.25,89.43,Success
Mulshi,20/10/2025,05:45 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,20/10/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,20/10/2025,05:45 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,19/10/2025,07:31 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,19/10/2025,08:00 स.,30.0,55.91,85.91,49.89,79.89,89.23,90.84,Success
Mulshi,19/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,99.54,Success
Panshet,19/10/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,19/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,99.55,Success
Gunjawani,18/10/2025,07:17 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,18/10/2025,08:25 स.,30.0,55.91,85.91,50.91,80.91,91.06,93.82,Success
Mulshi,18/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,99.54,Success
Panshet,18/10/2025,08:26 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,18/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,99.59,Success
Gunjawani,17/10/2025,07:20 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,17/10/2025,08:00 स.,30.0,55.91,85.91,52.17,82.17,93.31,93.31,Success
Mulshi,17/10/2025,08:29 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,17/10/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,17/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,99.68,Success
Gunjawani,16/10/2025,08:00 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,PDF Not Available
Khadakwasla,16/10/2025,08:00 स.,30.0,55.91,85.91,53.1,83.1,94.97,93.08,PDF Not Available
Mulshi,16/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,PDF Not Available
Panshet,16/10/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,PDF Not Available
Temghar,16/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,99.77,PDF Not Available
Gunjawani,15/10/2025,07:36 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,15/10/2025,07:45 स.,30.0,55.91,85.91,54.03,84.03,96.64,92.85,Success
Mulshi,15/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,15/10/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,15/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,99.86,Success
Gunjawani,14/10/2025,07:30 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,14/10/2025,07:00 स.,30.0,55.91,85.91,53.77,83.77,96.17,94.08,Success
Mulshi,14/10/2025,08:22 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,14/10/2025,07:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,14/10/2025,07:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,13/10/2025,07:41 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,13/10/2025,07:45 स.,30.0,55.91,85.91,53.13,83.13,95.03,95.03,Success
Mulshi,13/10/2025,08:18 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,13/10/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,13/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,12/10/2025,07:31 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,12/10/2025,06:30 स.,30.0,55.91,85.91,53.13,83.13,95.03,96.64,Success
Mulshi,12/10/2025,08:19 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,12/10/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,12/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,11/10/2025,06:59 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,11/10/2025,08:00 स.,30.0,55.91,85.91,53.0,83.0,94.8,97.36,Success
Mulshi,11/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,11/10/2025,08:11 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,11/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,10/10/2025,08:00 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,10/10/2025,07:45 स.,30.0,55.91,85.91,53.9,83.9,96.4,94.8,Success
Mulshi,10/10/2025,07:30 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,10/10/2025,07:38 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,10/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,09/10/2025,07:53 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,09/10/2025,07:45 स.,30.0,55.91,85.91,54.16,84.16,96.87,94.08,Success
Mulshi,09/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,09/10/2025,07:55 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,09/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,08/10/2025,06:37 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,08/10/2025,07:30 स.,30.0,55.91,85.91,54.57,84.57,97.6,95.51,Success
Mulshi,08/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,08/10/2025,07:50 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,08/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,07/10/2025,07:05 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,07/10/2025,08:00 स.,30.0,55.91,85.91,55.3,85.3,98.91,96.4,Success
Mulshi,07/10/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,07/10/2025,07:44 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,07/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,06/10/2025,06:31 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,06/10/2025,07:45 स.,30.0,55.91,85.91,55.75,85.75,99.71,97.36,Success
Mulshi,06/10/2025,08:26 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,06/10/2025,07:37 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,06/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,05/10/2025,07:30 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,05/10/2025,07:45 स.,30.0,55.91,85.91,55.3,85.3,98.91,99.44,Success
Mulshi,05/10/2025,08:22 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,05/10/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,05/10/2025,07:45 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,04/10/2025,08:00 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,04/10/2025,07:45 स.,30.0,55.91,85.91,55.3,85.3,98.91,100.0,Success
Mulshi,04/10/2025,08:18 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,04/10/2025,07:56 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,04/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,03/10/2025,10:23 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,03/10/2025,07:30 स.,30.0,55.91,85.91,54.57,84.57,97.6,100.0,Success
Mulshi,03/10/2025,08:18 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,03/10/2025,07:32 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,03/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,02/10/2025,08:23 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,02/10/2025,07:15 स.,30.0,55.91,85.91,55.75,85.75,99.71,99.44,Success
Mulshi,02/10/2025,08:39 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,02/10/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,02/10/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,01/10/2025,08:10 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,01/10/2025,07:45 स.,30.0,55.91,85.91,55.91,85.91,100.0,99.72,Success
Mulshi,01/10/2025,08:18 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,01/10/2025,07:14 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,01/10/2025,07:45 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,30/09/2025,05:22 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,30/09/2025,07:30 स.,30.0,55.91,85.91,53.52,83.52,95.73,100.0,Success
Mulshi,30/09/2025,08:11 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,30/09/2025,07:45 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,30/09/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,29/09/2025,08:33 स.,0.21,104.48,104.69,103.83,104.04,99.38,100.0,Success
Khadakwasla,29/09/2025,07:30 स.,30.0,55.91,85.91,50.44,80.44,90.22,98.14,Success
Mulshi,29/09/2025,07:45 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,29/09/2025,07:00 स.,9.0,301.61,310.61,301.5,310.5,99.96,100.0,Success
Temghar,29/09/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,28/09/2025,07:02 स.,0.21,104.48,104.69,103.83,104.04,99.38,100.0,Success
Khadakwasla,28/09/2025,07:45 स.,30.0,55.91,85.91,50.33,80.33,90.02,97.6,Success
Mulshi,28/09/2025,08:17 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,28/09/2025,07:00 स.,9.0,301.61,310.61,300.58,309.58,99.66,100.0,Success
Temghar,28/09/2025,07:45 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,27/09/2025,04:59 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,27/09/2025,07:30 स.,30.0,55.91,85.91,53.52,83.52,95.73,96.87,Success
Mulshi,27/09/2025,08:22 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,27/09/2025,07:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,27/09/2025,07:45 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,26/09/2025,08:26 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,26/09/2025,08:44 स.,30.0,55.91,85.91,54.16,84.16,96.87,88.13,Success
Mulshi,26/09/2025,08:20 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,26/09/2025,08:45 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,26/09/2025,07:45 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,25/09/2025,08:14 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,25/09/2025,07:30 स.,30.0,55.91,85.91,53.4,83.4,95.51,91.31,Success
Mulshi,25/09/2025,08:17 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,25/09/2025,07:45 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,25/09/2025,07:45 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,24/09/2025,08:05 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,24/09/2025,06:45 स.,30.0,55.91,85.91,53.13,83.13,95.03,90.21,Success
Mulshi,24/09/2025,08:25 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,24/09/2025,07:45 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,24/09/2025,07:45 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,23/09/2025,07:40 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,23/09/2025,08:24 स.,30.0,55.91,85.91,53.4,83.4,95.51,87.94,Success
Mulshi,23/09/2025,08:21 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,23/09/2025,08:25 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,23/09/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,22/09/2025,08:11 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,22/09/2025,07:15 स.,30.0,55.91,85.91,54.72,84.72,97.87,87.75,Success
Mulshi,22/09/2025,08:17 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,22/09/2025,08:00 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,22/09/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,21/09/2025,06:48 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,21/09/2025,07:45 स.,30.0,55.91,85.91,55.44,85.44,99.16,88.99,Success
Mulshi,21/09/2025,08:19 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,21/09/2025,08:00 स.,9.0,301.61,310.61,301.5,310.5,99.96,100.0,Success
Temghar,21/09/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,20/09/2025,07:32 स.,0.21,104.48,104.69,104.48,104.69,100.0,100.0,Success
Khadakwasla,20/09/2025,07:45 स.,30.0,55.91,85.91,54.16,84.16,96.87,90.84,Success
Mulshi,20/09/2025,08:27 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,20/09/2025,08:00 स.,9.0,301.61,310.61,301.5,310.5,99.96,100.0,Success
Temghar,20/09/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,19/09/2025,07:04 स.,0.21,104.48,104.69,103.83,104.04,99.38,100.0,Success
Khadakwasla,19/09/2025,08:24 स.,30.0,55.91,85.91,55.02,85.02,98.41,92.34,Success
Mulshi,19/09/2025,08:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
Panshet,19/09/2025,08:24 स.,9.0,301.61,310.61,301.61,310.61,100.0,100.0,Success
Temghar,19/09/2025,08:00 स.,2.95,105.01,107.96,105.01,107.96,100.0,100.0,Success
Gunjawani,18/09/2025,07:13 स.,0.21,104.48,104.69,103.18,103.39,98.76,100.0,Success
Khadakwasla,18/09/2025,10:30 स.,30.0,55.91,85.91,53.4,83.4,95.51,92.08,Success
Mulshi,18/09/2025,11:00 स.,230.0,522.76,752.76,522.76,752.76,100.0,100.0,Success
